Player,Predicted_WAR_2025
Kevin Pillar,0.4590867467522044
Kevin Newman,0.976414126752786
Kevin Kiermaier,1.7497622252013119
Ketel Marte,3.601374381474004
Lars Nootbaar,2.0866210416660147
Scooter Gennett,1.7616191636460337
Kendrys Morales,0.78706610891133
Leody Taveras,1.9670653454154767
Keibert Ruiz,1.4256430231567705
Ke'Bryan Hayes,1.80821537812825
Justin Upton,1.9464309054041533
Luis Rengifo,1.6446773923300102
Jose Iglesias,1.0462587515955335
Jarrod Dyson,1.6607336576933773
Jeff McNeil,2.2514045209858633
Joc Pederson,1.776343991685197
Starling Marte,1.1986041263333298
Manny Machado,2.1820710802007626
Stephen Piscotty,1.8768079372910276
Stephen Vogt,0.9672167899563222
Jesús Sánchez,1.6086138277535837
Jesús Aguilar,0.8095058681859415
Jesse Winker,1.3303637717088994
Jeremy Peña,3.4625440438586783
Jeimer Candelario,0.9258645208650665
Manuel Margot,0.5079276352088167
Jose Altuve,2.8206053037209586
Jedd Gyorko,1.1503297089965698
Jed Lowrie,1.5345300787408238
Jean Segura,0.7495662317994161
Jazz Chisholm Jr.,1.7118997221182743
Marcell Ozuna,2.5182318468285083
Jay Bruce,0.8872016972674274
Javier Báez,1.3679803647411688
Jason Kipnis,0.9028079618976929
Jason Heyward,0.9727127789236404
Jason Castro,1.4142932349172759
Joe Mauer,0.9752825522674752
Joe Panik,0.746771934584311
Joey Gallo,1.155198662615289
Starlin Castro,0.9979571634095277
Jorge Soler,1.0417918641265822
Jorge Polanco,1.0591306793592785
Luis Robert Jr.,2.5631929524613657
Seth Smith,0.6873919314673187
Jorge Alfaro,1.1550367315607333
Jordy Mercer,0.5198200851996768
Ryan Mountcastle,1.6448116215979585
Shin-Soo Choo,0.8780871739677596
Shohei Ohtani,4.792023143033434
Jonathan Villar,1.4801628279861765
Jonathan Schoop,0.8366669247783478
Jonathan Lucroy,0.2736021091879531
Jonathan India,1.5395597662375886
Jonah Heim,1.268708809607567
Jon Jay,0.6152942031707235
AJ Pollock,1.2070534367842138
Luis Valbuena,0.9361558479632872
Maikel Franco,0.47786580327317635
Spencer Torkelson,0.7273300754890972
Joey Wendle,1.3522482220302796
Joey Votto,1.13543895035125
Trevor Plouffe,0.28266584818525337
Rougned Odor,0.5506700826823901
Dexter Fowler,1.4344392044521521
Byron Buxton,2.39473969768309
Riley Greene,3.2198869879615217
Brad Miller,0.8173504928422978
Bobby Witt Jr.,3.2476658996752956
Nomar Mazara,0.8464695151672608
Willy Adames,2.146778650108027
Bo Bichette,2.947133607355241
Odúbel Herrera,0.8510490551750984
Wilmer Flores,1.2210682721490247
Wilson Ramos,1.0616941469306351
Rhys Hoskins,1.2973612655845015
Billy Hamilton,0.4395037676315552
Omar Narváez,1.1199044089417016
Ben Zobrist,1.6950283722918875
Xander Bogaerts,1.459754711067377
Ben Revere,0.9995523833418819
Orlando Arcia,1.0074816101756532
Ben Gamel,0.50222375776447
Avisaíl García,1.1285727700171506
Yadier Molina,1.0857776849576248
Austin Riley,2.8879083032129444
Ozzie Albies,2.462762086006791
Austin Jackson,0.19250620847536176
Austin Hedges,1.2826339267069402
Brandon Belt,0.9980110790774382
Brandon Crawford,0.8086232076594239
Willson Contreras,2.0967442938673266
Willi Castro,1.8951298832945371
Bryce Harper,3.2389763475145106
Bryan Reynolds,2.1214596273911597
Bryan De La Cruz,0.6052742731167622
Brock Holt,1.2546591935593394
Miguel Rojas,1.9539805892351527
Nicky Lopez,0.9072326745375555
Brian Dozier,0.7319489446003306
Brian Anderson,0.5711586940735868
Nico Hoerner,2.9381899147532486
Brett Gardner,1.672453663763698
Niko Goodrum,0.9323039584120107
Brandon Drury,0.7954720516339269
Brendan Rodgers,1.7056119398108283
Brendan Donovan,2.2187134679259497
William Contreras,3.1551908801689272
Nolan Arenado,1.777814964592081
Brandon Phillips,0.8422952967284576
Brandon Nimmo,1.8543390610536676
Brandon Moss,0.6091660748548534
Brandon Marsh,2.340169880194838
Brandon Lowe,2.008507472619745
Nolan Gorman,1.7501454164357804
Austin Hays,1.7757078253267573
Asdrúbal Cabrera,0.3960136310295716
Anthony Santander,1.3181190169207246
Ramón Urías,1.196828485875213
Alec Bohm,1.7617989343078153
Alcides Escobar,1.3978579906596473
Albert Pujols,1.0632748899880589
Pete Alonso,2.343323821561416
Adrian Beltré,2.1851923197620975
Randal Grichuk,0.8332173964371035
Adolis García,1.874048947089651
Adley Rutschman,3.4182693547407554
Adeiny Hechavarría,0.5172412558928982
Addison Russell,2.205865425360953
Adam Lind,1.0465605179467432
Randy Arozarena,1.2424602327287313
Ramón Laureano,0.9290833706679471
Adam Jones,0.6455742632995816
Adam Frazier,1.7239756252259157
Rajai Davis,0.8293025664586753
Adam Eaton,1.9452295666137562
Adam Duvall,0.7077370070530962
Abraham Toro,0.8345131781340832
Aaron Judge,6.765747023809521
Aaron Hicks,1.1465309057809607
Rafael Devers,3.113001207451437
Aledmys Díaz,0.6037821303753332
Alejandro Kirk,2.0187884418587356
Anthony Rizzo,0.5019327308787298
Andrew Benintendi,0.639168196790391
Anthony Rendon,3.531475451889731
Patrick Wisdom,0.6324738094526885
Yan Gomes,1.2148044556815696
Yandy Díaz,2.418154474277848
Andrés Giménez,3.557887172487446
Yangervis Solarte,1.0057373847494038
Yasiel Puig,2.159847125819059
Andrew Vaughn,1.0797936170562767
Yasmani Grandal,1.101120250798281
Andrew McCutchen,0.956010865699426
Andrelton Simmons,1.7683576257955282
Yunel Escobar,1.2118740666606964
Paul DeJong,0.7148363728073839
Amed Rosario,0.8512490932258168
Yolmer Sánchez,1.740863034084569
Alex Verdugo,1.8524225620243089
Paul Goldschmidt,1.728143543176248
Alex Gordon,0.7789975712468796
Yonder Alonso,0.954059824316903
Yordan Alvarez,5.330749799719307
Alex Bregman,2.9741637907435923
Yoán Moncada,1.3353152039221896
Bryson Stott,2.3815926546370108
Brian McCann,0.8337798704555762
Nathaniel Lowe,1.804694082848268
Corey Dickerson,0.6079039357157323
Tyler Naquin,0.7674567167599652
Daniel Murphy,0.6689157118797104
Mitch Garver,1.875073988281182
Tyler O'Neill,1.8411102402299369
DJ LeMahieu,1.2005128111942818
César Hernández,0.5546822082155373
Curtis Granderson,0.30471442306617286
Cory Spangenberg,0.706622710676915
Corey Seager,4.289113885474545
Mitch Haniger,1.647352398465147
Mitch Moreland,1.0774715256037928
Vladimir Guerrero Jr.,4.351069647365872
Mookie Betts,3.9829817118097997
Connor Joe,0.5610079430017154
Tyler Stephenson,1.1968737202679767
Myles Straw,1.521731162997823
Colin Moran,0.43552485812131914
C.J. Cron,1.067871176159912
Cody Bellinger,2.251879632836117
Neil Walker,0.8797499283945807
Victor Martinez,0.32432441917456134
Nick Ahmed,0.787554838040506
Robinson Canó,1.3503475501990103
Daniel Vogelbach,0.9922738319123977
Mike Zunino,2.520146767690049
Danny Jansen,1.0805836451906057
Miguel Sanó,1.649564938836298
Derek Dietrich,0.5817901171216261
Denard Span,1.051953097032405
Delino DeShields,1.602503858988115
Dee Strange-Gordon,1.6657061811991418
Trevor Story,1.6425526850990957
David Peralta,0.596187253617539
Ronald Acuña Jr.,4.637864223844013
Robinson Chirinos,2.1003035970412944
Mike Moustakas,0.8841507982021107
Tucker Barnhart,0.322857542235058
David Freese,1.8548400578468045
David Fletcher,2.082862240630428
Ty France,1.0038353953994648
Mike Napoli,0.7998812684271102
Daulton Varsho,4.514013899166335
Mike Trout,2.497148062722342
Mike Yastrzemski,1.287091735801851
Dansby Swanson,3.1066045311296127
Danny Valencia,1.012450689968149
Tyler Flowers,0.8160861419192479
Christopher Morel,1.436982429217145
Kyle Schwarber,1.4560848897715701
Christian Yelich,1.5759206869256968
Charlie Blackmon,0.8687459593885282
Nick Senzel,0.7108633928950289
Robbie Grossman,0.6595889824570375
Nick Hundley,0.42119741187264986
Nick Markakis,0.9236451959323217
Chase Utley,0.8950100519679802
Chase Headley,1.0500812512512026
Chas McCormick,2.1506508687902173
Whit Merrifield,0.7228367865265588
Chad Pinder,1.0588231017600847
Chris Iannetta,0.5650680693941708
Wil Myers,1.3114170479199276
Carlos Beltrán,0.929285983571978
Carlos Correa,2.73436229161745
Carlos González,0.7036145690556824
Cavan Biggio,1.2482549940065986
Carlos Gómez,0.700872885159078
Carson Kelly,1.0747888495892832
Carlos Santana,1.5211403552082634
Chris Davis,0.4573917957147067
Cameron Maybin,0.473464010494832
Chris Owings,0.8463318185515307
Cal Raleigh,3.4403292032821007
Christian Walker,2.0401592561142814
Nick Castellanos,0.7041631983085983
Welington Castillo,0.9968753535333501
CJ Abrams,2.4757690906089853
Christian Vázquez,0.47208022429178625
Will Smith,1.9874658028884504
Chris Taylor,0.6429422969684248
Wander Franco,4.335904297289823
